chemical_composition,casting_temp,cooling_water_temp,casting_speed,entry_temp,emulsion_temp,emulsion_pressure,emulsion_concentration,quench_pressure,UTS,elongation,conductivity
0.35830600981567534,577.3655625256285,39.10862380437103,8.604961882894933,31.656459840797517,431.38076882362,1.0614294102484894,3.920965967390683,1.985250091975548,141.2048110963192,14.160703304113353,65.74541791765523
0.37289729890807155,617.5818052960099,31.71042482947574,6.977942809549336,25.542060598741905,397.99335278319114,3.333511835715316,3.971922608613326,1.238020741810368,171.31019213358684,12.04859513285017,61.46876755088259
0.93801031847651,738.1204977907829,37.63415828805788,10.632128227601441,17.37642571303426,419.2136970496843,1.7154680516031684,1.401711009552241,1.7676920442121904,135.468837194123,11.241008438185665,51.09271594945197
1.2793336307034529,626.4427936347203,24.360551666234077,4.833875749064445,18.570226759758548,426.4890820762903,1.6587034502770028,3.024369018287043,1.2024602675058307,119.8841842647283,17.947446528949794,56.45888133313956
0.7157931525413443,753.9356650704129,56.862987574013836,9.150150393097817,29.55119205373704,446.958861860379,2.6330222462955524,3.6566183533710683,2.141576498932765,164.32615144322762,25.889508778494125,63.07014503129799
1.1107386878099639,583.8705503397156,55.72113342665426,10.557646872185975,23.298974226755472,427.60632474418986,1.3395019315758896,2.363874564657371,1.362217717004192,126.73407714404341,11.96992880109828,51.072984153880974
1.3978900426714198,582.4896274241579,42.973954269902755,6.942520522357158,26.555031127240838,459.31423056615597,1.8857335147351437,2.129072471102908,1.2701184860313026,205.23117288925621,12.745476082803918,53.07668343790479
1.0920070598988292,632.3760767449853,45.51898465244875,6.224540475255664,21.43929638867401,414.83910190381874,2.10622162632733,2.529321789609261,0.9403416471328665,170.68735564497598,19.97954674589605,37.10299611487977
0.3977190848973564,761.6636535708761,42.723014416191475,10.116499152380154,36.34067006857794,390.66588112670956,1.8158735824332153,3.528176700261418,1.207897558806178,174.5857489353976,30.530890914905456,52.65621499202713
1.060338896037842,735.9379350708957,55.216073520584956,5.360486314782875,30.676710121425184,511.75443556967605,2.944049467376331,4.221296136642218,1.3536768445832665,182.27956412103197,29.170363819672616,60.711978954351075
0.5154445576374043,632.8198182143879,56.8895245015986,6.194000470349206,30.35911645723625,515.431193975678,3.2948118934771533,3.2696581220549135,1.9344640632545778,202.6875917546113,26.722439135203246,43.75172834924325
1.5111711792139584,623.8751527022872,49.32253829496571,6.249788684846731,17.988785654071833,467.39254725504065,3.1932296037019556,3.1130914596193975,1.62447885566437,141.54516514062612,29.576061478622666,40.200334551630355
0.5658951778511608,594.0571708777829,28.11165397385953,8.282556699575787,34.85334185223853,464.16438287765294,3.173713624766295,4.157679269445464,1.642443589041047,135.04674834309182,23.28855887272151,43.814308837601196
1.4143295437558416,600.0230004140412,43.489335484209306,8.192324885884414,26.278385054168556,402.11323748773077,1.7935411797614174,3.114847311514531,1.4945858063030615,115.29556178798815,10.365765231920882,27.31228006414451
1.4799138475409812,630.3754825760037,51.32470000130049,4.865385415085801,29.510320844066637,404.29605755331806,2.6346253788405827,5.277838098970019,1.8324988018474924,190.45793139225128,20.219460433084276,47.96018695024412
1.2437084661518374,747.796666192166,63.77212431637763,10.016712597936895,33.557420164689,403.2490920149345,1.2892586755984867,3.7914742832667656,0.8743468024966516,164.56941114474586,31.74041139233212,32.891866690890716
0.9142588889646307,658.4544106138368,56.38754298910965,8.783165982000158,24.823205776953454,388.0411971042565,1.6884112245424188,4.399667363089026,1.2684789234237765,86.07701391214556,32.85381148449746,35.76284333591238
0.37236101650309916,581.2993068260412,42.57903878285263,7.852411269474064,22.79077171259462,480.92303702192027,1.938394048978184,3.0762471871801274,1.7618121716285038,108.94568172541561,26.167634744142532,31.810091610531067
1.6984604707657103,585.5457143341953,26.91616008504071,7.7173660733803775,30.293610241556884,421.4951621675953,2.310187640426247,5.059121601289429,1.3743470630963466,169.29518248775645,14.118809836156174,54.702889388352716
1.2740550036652527,690.5890406387789,29.24079417493978,7.09730726324144,18.462371571118137,485.3455601896349,3.053810234455433,3.5697796819954526,0.905530411800944,177.12208965828856,29.743941467982186,42.52986615440644
1.5698299365129265,770.1793481020005,16.91481129002107,10.646008387106376,17.06475552437883,497.5625255448789,2.111775914569349,4.397163563342833,1.3691086169546849,106.51947845986255,23.07944727575494,46.79877522796823
1.0822652583497607,697.158168733306,60.67991345937824,5.140808529403129,28.070143278894083,448.5333217685285,1.245755152861386,3.0508662947699703,1.3747888233412646,168.4404083363248,8.111241310558967,58.08040623789894
1.6185390145289333,671.2206057076993,29.845811034366413,7.897692348278256,37.51085673311017,436.0708612844521,1.0222310584581458,2.607980820329552,0.858630219325261,82.81149344076674,30.565062406555764,43.375959468352555
0.6079847014735693,611.503826046556,27.218078338970187,9.55635243427994,37.185844581436804,502.51224212523016,1.9488964362548595,5.097078503540987,0.864504239355397,215.2600010459823,17.411580415931745,44.22670652621261
